ID,Interval,Transfer,Bitrate,Retr,Cwnd
13,74.00-75.00,1.25 MBytes,10.5 Mbits/sec,0,49.5 KBytes
11,75.00-76.00,954 KBytes,7.82 Mbits/sec,4,25.5 KBytes
9,76.00-77.00,827 KBytes,6.78 Mbits/sec,6,29.7 KBytes
7,77.00-78.00,1.06 MBytes,8.86 Mbits/sec,18,15.6 KBytes
13,77.00-78.00,1.25 MBytes,10.5 Mbits/sec,6,22.6 KBytes
9,78.00-79.00,827 KBytes,6.78 Mbits/sec,9,19.8 KBytes
11,79.00-80.00,954 KBytes,7.82 Mbits/sec,0,39.6 KBytes
7,80.00-81.00,1.06 MBytes,8.86 Mbits/sec,8,17.0 KBytes
9,80.00-81.00,827 KBytes,6.78 Mbits/sec,22,22.6 KBytes
11,81.00-82.00,954 KBytes,7.82 Mbits/sec,21,8.48 KBytes
13,81.00-82.00,1.25 MBytes,10.5 Mbits/sec,12,8.48 KBytes
7,82.00-83.00,1.06 MBytes,8.86 Mbits/sec,1,19.8 KBytes
9,82.00-83.00,827 KBytes,6.77 Mbits/sec,4,18.4 KBytes
11,82.00-83.00,954 KBytes,7.82 Mbits/sec,11,21.2 KBytes
9,83.00-84.00,827 KBytes,6.78 Mbits/sec,1,29.7 KBytes
11,84.00-85.00,954 KBytes,7.82 Mbits/sec,9,14.1 KBytes
13,84.00-85.00,1.25 MBytes,10.5 Mbits/sec,12,12.7 KBytes
7,85.00-86.00,1.06 MBytes,8.86 Mbits/sec,2,25.5 KBytes
9,85.00-86.00,827 KBytes,6.77 Mbits/sec,0,29.7 KBytes
11,86.00-87.00,954 KBytes,7.82 Mbits/sec,0,53.7 KBytes
9,87.00-88.00,827 KBytes,6.78 Mbits/sec,9,14.1 KBytes
11,88.00-89.00,954 KBytes,7.82 Mbits/sec,4,24.0 KBytes
13,88.00-89.00,1.25 MBytes,10.5 Mbits/sec,8,24.0 KBytes
7,89.00-90.00,1.06 MBytes,8.86 Mbits/sec,0,35.4 KBytes
7,91.00-92.00,1.06 MBytes,8.87 Mbits/sec,0,43.8 KBytes
9,91.00-92.00,827 KBytes,6.78 Mbits/sec,0,32.5 KBytes
