ID,Interval,Transfer,Bitrate,Retr,Cwnd
11,67.00-68.00,255 KBytes,2.08 Mbits/sec,0,14.1 KBytes
13,67.00-68.00,318 KBytes,2.61 Mbits/sec,0,8.48 KBytes
7,68.00-69.00,382 KBytes,3.13 Mbits/sec,0,11.3 KBytes
9,68.00-69.00,445 KBytes,3.65 Mbits/sec,0,9.90 KBytes
11,68.00-69.00,255 KBytes,2.09 Mbits/sec,0,9.90 KBytes
7,69.00-70.00,382 KBytes,3.13 Mbits/sec,0,17.0 KBytes
9,69.00-70.00,255 KBytes,2.08 Mbits/sec,5,15.6 KBytes
11,69.00-70.00,255 KBytes,2.08 Mbits/sec,6,14.1 KBytes
13,69.00-70.00,382 KBytes,3.13 Mbits/sec,8,17.0 KBytes
7,70.00-71.00,636 KBytes,5.21 Mbits/sec,0,17.0 KBytes
9,70.00-71.00,636 KBytes,5.21 Mbits/sec,0,15.6 KBytes
11,70.00-71.00,636 KBytes,5.21 Mbits/sec,0,5.66 KBytes
13,70.00-71.00,573 KBytes,4.69 Mbits/sec,2,7.07 KBytes
7,71.00-72.00,1018 KBytes,8.34 Mbits/sec,0,25.5 KBytes
9,71.00-72.00,700 KBytes,5.73 Mbits/sec,0,19.8 KBytes
11,71.00-72.00,382 KBytes,3.13 Mbits/sec,3,14.1 KBytes
13,71.00-72.00,509 KBytes,4.17 Mbits/sec,0,17.0 KBytes
7,72.00-73.00,509 KBytes,4.17 Mbits/sec,8,12.7 KBytes
9,72.00-73.00,445 KBytes,3.65 Mbits/sec,1,12.7 KBytes
11,72.00-73.00,255 KBytes,2.09 Mbits/sec,2,5.66 KBytes
13,72.00-73.00,318 KBytes,2.61 Mbits/sec,0,11.3 KBytes
7,73.00-74.00,255 KBytes,2.09 Mbits/sec,0,8.48 KBytes
9,73.00-74.00,255 KBytes,2.09 Mbits/sec,0,4.24 KBytes
11,73.00-74.00,382 KBytes,3.13 Mbits/sec,1,4.24 KBytes
13,73.00-74.00,255 KBytes,2.09 Mbits/sec,0,4.24 KBytes
7,74.00-75.00,255 KBytes,2.09 Mbits/sec,11,2.83 KBytes
9,74.00-75.00,255 KBytes,2.09 Mbits/sec,0,5.66 KBytes
11,74.00-75.00,127 KBytes,1.04 Mbits/sec,0,2.83 KBytes
13,74.00-75.00,255 KBytes,2.09 Mbits/sec,0,5.66 KBytes
7,75.00-76.00,255 KBytes,2.08 Mbits/sec,1,5.66 KBytes
9,75.00-76.00,445 KBytes,3.65 Mbits/sec,1,7.07 KBytes
11,75.00-76.00,382 KBytes,3.13 Mbits/sec,0,2.83 KBytes
13,75.00-76.00,255 KBytes,2.08 Mbits/sec,1,1.41 KBytes
7,76.00-77.00,382 KBytes,3.13 Mbits/sec,2,2.83 KBytes
9,76.00-77.00,255 KBytes,2.09 Mbits/sec,2,4.24 KBytes
11,76.00-77.00,382 KBytes,3.13 Mbits/sec,3,5.66 KBytes
13,76.00-77.00,255 KBytes,2.09 Mbits/sec,3,4.24 KBytes
7,77.00-78.00,255 KBytes,2.08 Mbits/sec,0,7.07 KBytes
9,77.00-78.00,191 KBytes,1.56 Mbits/sec,2,7.07 KBytes
11,77.00-78.00,382 KBytes,3.13 Mbits/sec,3,5.66 KBytes
13,77.00-78.00,255 KBytes,2.08 Mbits/sec,4,7.07 KBytes
7,78.00-79.00,255 KBytes,2.09 Mbits/sec,5,11.3 KBytes
9,78.00-79.00,445 KBytes,3.65 Mbits/sec,0,11.3 KBytes
11,78.00-79.00,255 KBytes,2.09 Mbits/sec,2,11.3 KBytes
13,78.00-79.00,382 KBytes,3.13 Mbits/sec,0,17.0 KBytes
7,79.00-80.00,255 KBytes,2.09 Mbits/sec,0,5.66 KBytes
9,79.00-80.00,255 KBytes,2.09 Mbits/sec,0,8.48 KBytes
11,79.00-80.00,255 KBytes,2.09 Mbits/sec,0,7.07 KBytes
13,79.00-80.00,318 KBytes,2.61 Mbits/sec,0,5.66 KBytes
7,80.00-81.00,255 KBytes,2.08 Mbits/sec,0,14.1 KBytes
9,80.00-81.00,191 KBytes,1.56 Mbits/sec,1,9.90 KBytes
11,80.00-81.00,255 KBytes,2.08 Mbits/sec,1,8.48 KBytes
13,80.00-81.00,318 KBytes,2.61 Mbits/sec,0,9.90 KBytes
7,81.00-82.00,382 KBytes,3.13 Mbits/sec,0,11.3 KBytes
9,81.00-82.00,191 KBytes,1.56 Mbits/sec,0,9.90 KBytes
11,81.00-82.00,255 KBytes,2.09 Mbits/sec,0,18.4 KBytes
13,81.00-82.00,255 KBytes,2.09 Mbits/sec,0,12.7 KBytes
7,82.00-83.00,255 KBytes,2.09 Mbits/sec,0,17.0 KBytes
9,82.00-83.00,191 KBytes,1.56 Mbits/sec,0,12.7 KBytes
11,82.00-83.00,255 KBytes,2.09 Mbits/sec,0,12.7 KBytes
13,82.00-83.00,255 KBytes,2.09 Mbits/sec,0,9.90 KBytes
7,83.00-84.00,127 KBytes,1.04 Mbits/sec,0,8.48 KBytes
9,83.00-84.00,191 KBytes,1.56 Mbits/sec,0,12.7 KBytes
11,83.00-84.00,255 KBytes,2.08 Mbits/sec,0,7.07 KBytes
13,83.00-84.00,127 KBytes,1.04 Mbits/sec,0,8.48 KBytes
7,84.00-85.00,382 KBytes,3.13 Mbits/sec,0,12.7 KBytes
9,84.00-85.00,382 KBytes,3.13 Mbits/sec,0,15.6 KBytes
11,84.00-85.00,255 KBytes,2.09 Mbits/sec,0,12.7 KBytes
13,84.00-85.00,255 KBytes,2.09 Mbits/sec,0,18.4 KBytes
7,85.00-86.00,255 KBytes,2.08 Mbits/sec,0,7.07 KBytes
9,85.00-86.00,255 KBytes,2.08 Mbits/sec,0,8.48 KBytes
11,85.00-86.00,255 KBytes,2.08 Mbits/sec,0,11.3 KBytes
13,85.00-86.00,509 KBytes,4.17 Mbits/sec,0,15.6 KBytes
7,86.00-87.00,255 KBytes,2.09 Mbits/sec,0,9.90 KBytes
9,86.00-87.00,191 KBytes,1.56 Mbits/sec,0,8.48 KBytes
11,86.00-87.00,382 KBytes,3.13 Mbits/sec,0,14.1 KBytes
13,86.00-87.00,255 KBytes,2.09 Mbits/sec,0,11.3 KBytes
7,87.00-88.00,382 KBytes,3.13 Mbits/sec,0,11.3 KBytes
9,87.00-88.00,255 KBytes,2.09 Mbits/sec,0,7.07 KBytes
